Time,Intensity
1.3125,57.24287415
,
1.314166665,55.3354454
,
1.315833449,55.76709366
,
1.317499995,56.20805359
,
1.31916666,51.93984222
,
1.320833325,51.97324371
,
1.32249999,52.69032669
,
1.324166775,52.24816132
,
1.32583344,54.04698181
,
1.327499986,54.59741211
,
1.329166651,59.52459335
,
1.330833316,53.566082
,
1.3325001,55.02213287
,
1.334166765,50.44064713
,
1.335833311,52.77920151
,
1.337499976,57.6234169
,
1.339166641,54.55163193
,
1.340833426,54.16864395
,
1.342500091,52.83861542
,
1.344166636,53.31560516
,
1.345833302,52.41500854
,
1.347499967,52.59076691
,
1.349166751,58.6966629
,
1.350833416,59.356884
,
1.352500081,56.38959885
,
1.354166627,52.58126068
,
1.355833292,58.20192337
,
1.357500076,49.07590866
,
1.359166741,57.00736237
,
1.360833406,49.53208542
,
1.362499952,52.0905838
,
1.364166617,48.21061707
,
1.365833402,51.21009064
,
1.367500067,59.63590622
,
1.369166732,54.88050461
,
1.370833278,49.08726501
,
1.372499943,51.06017685
,
1.374166727,53.17409897
,
1.375833392,51.11000061
,
1.377500057,51.74165344
,
1.379166722,56.49365616
,
1.380833268,52.92837143
,
1.382500052,54.60796356
,
1.384166718,54.84412766
,
1.385833383,53.39453125
,
1.387500048,53.91621399
,
1.389166594,56.00526428
,
1.390833378,58.51598358
,
1.392500043,54.00507355
,
1.394166708,55.63960266
,
1.395833373,56.64732361
,
1.397499919,55.55738831
,
1.399166703,54.58636093
,
1.400833368,50.60869217
,
1.402500033,50.81848907
,
1.404166698,55.74318695
,
1.405833364,56.67126083
,
1.407500029,55.56468582
,
1.409166694,55.49448776
,
1.410833359,52.30901718
,
1.412500024,50.64715958
,
1.414166689,53.61266327
,
1.415833354,50.07798767
,
1.417500019,49.8040657
,
1.419166684,55.78837967
,
1.420833349,53.94714355
,
1.422500014,50.9850502
,
1.424166799,57.37704849
,
1.425833344,50.77527237
,
1.42750001,49.57590866
,
1.429166675,48.46586609
,
1.43083334,56.26718521
,
1.432500124,58.14184952
,
1.43416667,52.55677032
,
1.435833335,55.8105011
,
1.4375,51.52984238
,
1.439166665,55.04374313
,
1.440833449,49.48571014
,
1.442499995,60.08992004
,
1.44416666,51.902771
,
1.445833325,54.98636246
,
1.44749999,49.59931183
,
1.449166775,52.35272598
,
1.45083344,51.164505
,
1.452499986,53.11701965
,
1.454166651,49.67581177
,
1.455833316,49.72098923
,
1.4575001,52.49447632
,
1.459166765,55.68018341
,
1.460833311,51.75725555
,
1.462499976,63.95329666
,
1.464166641,54.13748169
,
1.465833426,49.69509888
,
1.467500091,54.23180008
,
1.469166636,48.144104
,
1.470833302,57.13630676
,
1.472499967,54.24228287
,
1.474166751,57.2897644
,
1.475833416,49.35736084
,
1.477500081,57.46823883
,
1.479166627,61.14010239
,
1.480833292,55.16127777
,
1.482500076,50.99543381
,
1.484166741,55.37470245
,
1.485833406,59.87353516
,
1.487499952,54.92938995
,
1.489166617,54.80587387
,
1.490833402,53.86594772
,
1.492500067,54.01091003
,
1.494166732,52.63158035
,
1.495833278,58.43833923
,
1.497499943,58.04907227
,
1.499166727,53.73366165
,
1.500833392,63.66350555
,
1.502500057,53.79553604
,
1.504166722,52.75665283
,
1.505833268,47.13350677
,
1.507500052,59.38312912
,
1.509166718,52.70584869
,
1.510833383,59.99259949
,
1.512500048,50.41294861
,
1.514166594,59.75695419
,
1.515833378,52.33268356
,
1.517500043,54.83253098
,
1.519166708,48.81482697
,
1.520833373,50.68938828
,
1.522499919,62.58956909
,
1.524166703,55.96891022
,
1.525833368,58.78179932
,
1.527500033,54.3734436
,
1.529166698,53.69677734
,
1.530833364,52.50970459
,
1.532500029,62.75419235
,
1.534166694,55.26395035
,
1.535833359,52.51750565
,
1.537500024,51.28291321
,
1.539166689,60.22546387
,
1.540833354,60.45746231
,
1.542500019,52.97462463
,
1.544166684,48.86078644
,
1.545833349,52.99128342
,
1.547500014,52.34186935
,
1.549166799,57.03585815
,
1.550833344,55.34690475
,
1.55250001,55.28498077
,
1.554166675,53.61089706
,
1.55583334,57.71037674
,
1.557500124,53.59628677
,
1.55916667,52.12611008
,
1.560833335,54.38752365
,
1.5625,60.17502213
,
1.564166665,56.67154312
,
1.565833449,46.31801605
,
1.567499995,50.85247803
,
1.56916666,47.93902588
,
1.570833325,54.55558777
,
1.57249999,53.55909729
,
1.574166775,64.22642517
,
1.57583344,53.890625
,
1.577499986,55.65862656
,
1.579166651,53.1177063
,
1.580833316,57.66095734
,
1.5825001,54.85103607
,
1.584166765,56.18014908
,
1.585833311,54.40214539
,
1.587499976,55.94221115
,
1.589166641,54.63072968
,
1.590833426,48.6315155
,
1.592500091,58.68497849
,
1.594166636,51.14801788
,
1.595833302,50.63665009
,
1.597499967,53.92514038
,
1.599166751,52.10252762
,
1.600833416,53.80162811
,
1.602500081,48.58140945
,
1.604166627,59.14879227
,
1.605833292,55.65025711
,
1.607500076,53.87760162
,
1.609166741,50.44890976
,
1.610833406,56.35933304
,
1.612499952,53.31431198
,
1.614166617,59.50208282
,
1.615833402,54.16049576
,
1.617500067,48.54849625
,
1.619166732,58.09589005
,
1.620833278,57.46821976
,
1.622499943,53.37264633
,
1.624166727,57.77514648
,
1.625833392,60.57659912
,
1.627500057,50.96910858
,
1.629166722,50.95833206
,
1.630833268,57.40466309
,
1.632500052,54.03990555
,
1.634166718,52.27049637
,
1.635833383,51.16370392
,
1.637500048,56.97161865
,
1.639166594,50.17284012
,
1.640833378,54.41745758
,
